file_name,label
A00001,0
A00002,0
A00003,0
A00004,1
A00005,1
A00006,0
A00007,0
A00008,2
A00009,1
A00010,0
A00011,0
A00012,0
A00013,2
A00014,0
A00015,1
A00016,0
A00017,2
A00018,0
A00019,0
A00020,2
A00021,0
A00022,3
A00023,2
A00024,2
A00025,0
A00026,0
A00027,1
A00028,0
A00029,2
A00030,2
A00031,0
A00032,0
A00033,0
A00034,3
A00035,0
A00036,0
A00037,0
A00038,2
A00039,0
A00040,0
A00041,2
A00042,0
A00043,2
A00044,0
A00045,0
A00046,0
A00047,2
A00048,0
A00049,0
A00050,0
A00051,0
A00052,0
A00053,0
A00054,1
A00055,2
A00056,3
A00057,0
A00058,2
A00059,0
A00060,0
A00061,2
A00062,0
A00063,0
A00064,0
A00065,2
A00066,2
A00067,1
A00068,0
A00069,2
A00070,2
A00071,1
A00072,0
A00073,0
A00074,2
A00075,2
A00076,0
A00077,2
A00078,2
A00079,0
A00080,0
A00081,0
A00082,2
A00083,2
A00084,0
A00085,0
A00086,0
A00087,1
A00088,2
A00089,0
A00090,1
A00091,0
A00092,2
A00093,0
A00094,0
A00095,0
A00096,2
A00097,0
A00098,0
A00099,0
A00100,2
A00101,1
A00102,1
A00103,2
A00104,0
A00105,0
A00106,3
A00107,1
A00108,2
A00109,0
A00110,2
A00111,0
A00112,0
A00113,0
A00114,2
A00115,2
A00116,0
A00117,0
A00118,0
A00119,2
A00120,2
A00121,2
A00122,0
A00123,2
A00124,0
A00125,3
A00126,2
A00127,0
A00128,1
A00129,0
A00130,0
A00131,2
A00132,1
A00133,2
A00134,0
A00135,0
A00136,2
A00137,1
A00138,2
A00139,3
A00140,0
A00141,1
A00142,0
A00143,0
A00144,0
A00145,2
A00146,0
A00147,0
A00148,0
A00149,0
A00150,0
A00151,0
A00152,0
A00153,0
A00154,0
A00155,1
A00156,1
A00157,0
A00158,2
A00159,2
A00160,0
A00161,2
A00162,2
A00163,0
A00164,3
A00165,0
A00166,0
A00167,0
A00168,0
A00169,0
A00170,2
A00171,0
A00172,0
A00173,0
A00174,0
A00175,0
A00176,2
A00177,0
A00178,0
A00179,0
A00180,0
A00181,2
A00182,0
A00183,0
A00184,0
A00185,0
A00186,2
A00187,2
A00188,0
A00189,2
A00190,0
A00191,0
A00192,0
A00193,0
A00194,0
A00195,2
A00196,3
A00197,0
A00198,2
A00199,0
A00200,0
A00201,3
A00202,0
A00203,2
A00204,2
A00205,3
A00206,0
A00207,0
A00208,1
A00209,2
A00210,0
A00211,2
A00212,2
A00213,2
A00214,0
A00215,2
A00216,1
A00217,1
A00218,2
A00219,0
A00220,2
A00221,0
A00222,0
A00223,0
A00224,0
A00225,1
A00226,0
A00227,0
A00228,0
A00229,0
A00230,0
A00231,1
A00232,0
A00233,0
A00234,0
A00235,0
A00236,0
A00237,0
A00238,0
A00239,0
A00240,0
A00241,0
A00242,0
A00243,2
A00244,0
A00245,0
A00246,2
A00247,1
A00248,0
A00249,0
A00250,0
A00251,2
A00252,2
A00253,1
A00254,0
A00255,2
A00256,0
A00257,0
A00258,0
A00259,2
A00260,2
A00261,0
A00262,0
A00263,0
A00264,1
A00265,0
A00266,0
A00267,1
A00268,2
A00269,0
A00270,2
A00271,1
A00272,0
A00273,0
A00274,0
A00275,0
A00276,0
A00277,0
A00278,2
A00279,0
A00280,0
A00281,0
A00282,2
A00283,0
A00284,0
A00285,2
A00286,2
A00287,0
A00288,2
A00289,0
A00290,0
A00291,2
A00292,0
A00293,2
A00294,0
A00295,0
A00296,2
A00297,0
A00298,2
A00299,0
A00300,2
A00301,1
A00302,0
A00303,0
A00304,0
A00305,0
A00306,0
A00307,3
A00308,2
A00309,0
A00310,2
A00311,0
A00312,0
A00313,0
A00314,0
A00315,0
A00316,0
A00317,2
A00318,0
A00319,0
A00320,0
A00321,1
A00322,0
A00323,0
A00324,2
A00325,2
A00326,2
A00327,2
A00328,0
A00329,2
A00330,0
A00331,0
A00332,0
A00333,0
A00334,0
A00335,2
A00336,0
A00337,2
A00338,0
A00339,0
A00340,2
A00341,0
A00342,2
A00343,2
A00344,2
A00345,2
A00346,0
A00347,0
A00348,2
A00349,0
A00350,0
A00351,0
A00352,0
A00353,2
A00354,0
A00355,0
A00356,0
A00357,0
A00358,0
A00359,0
A00360,0
A00361,0
A00362,2
A00363,0
A00364,0
A00365,0
A00366,0
A00367,0
A00368,0
A00369,0
A00370,3
A00371,0
A00372,0
A00373,2
A00374,0
A00375,1
A00376,0
A00377,0
A00378,0
A00379,2
A00380,0
A00381,0
A00382,0
A00383,0
A00384,2
A00385,2
A00386,0
A00387,0
A00388,0
A00389,2
A00390,0
A00391,0
A00392,0
A00393,0
A00394,2
A00395,1
A00396,2
A00397,1
A00398,0
A00399,2
A00400,2
A00401,0
A00402,2
A00403,0
A00404,1
A00405,1
A00406,2
A00407,0
A00408,0
A00409,0
A00410,0
A00411,0
A00412,2
A00413,2
A00414,0
A00415,0
A00416,0
A00417,0
A00418,0
A00419,0
A00420,0
A00421,0
A00422,1
A00423,0
A00424,0
A00425,0
A00426,0
A00427,2
A00428,2
A00429,0
A00430,2
A00431,2
A00432,1
A00433,0
A00434,2
A00435,0
A00436,0
A00437,0
A00438,1
A00439,1
A00440,0
A00441,1
A00442,0
A00443,2
A00444,2
A00445,3
A00446,0
A00447,0
A00448,0
A00449,0
A00450,0
A00451,2
A00452,0
A00453,2
A00454,0
A00455,0
A00456,1
A00457,0
A00458,0
A00459,0
A00460,0
A00461,2
A00462,0
A00463,0
A00464,0
A00465,1
A00466,2
A00467,0
A00468,2
A00469,0
A00470,2
A00471,0
A00472,0
A00473,1
A00474,3
A00475,0
A00476,0
A00477,2
A00478,0
A00479,0
A00480,0
A00481,0
A00482,2
A00483,0
A00484,2
A00485,2
A00486,1
A00487,0
A00488,0
A00489,0
A00490,0
A00491,0
A00492,0
A00493,1
A00494,0
A00495,0
A00496,0
A00497,2
A00498,2
A00499,0
A00500,0
A00501,0
A00502,2
A00503,2
A00504,0
A00505,0
A00506,0
A00507,0
A00508,0
A00509,1
A00510,0
A00511,2
A00512,0
A00513,0
A00514,0
A00515,0
A00516,0
A00517,0
A00518,0
A00519,1
A00520,1
A00521,2
A00522,2
A00523,2
A00524,3
A00525,0
A00526,0
A00527,0
A00528,0
A00529,2
A00530,2
A00531,0
A00532,0
A00533,2
A00534,0
A00535,2
A00536,2
A00537,3
A00538,0
A00539,2
A00540,0
A00541,0
A00542,1
A00543,0
A00544,2
A00545,2
A00546,0
A00547,0
A00548,0
A00549,2
A00550,0
A00551,1
A00552,0
A00553,0
A00554,2
A00555,0
A00556,2
A00557,2
A00558,0
A00559,2
A00560,0
A00561,2
A00562,2
A00563,0
A00564,0
A00565,2
A00566,0
A00567,1
A00568,0
A00569,0
A00570,2
A00571,0
A00572,2
A00573,0
A00574,0
A00575,0
A00576,0
A00577,2
A00578,0
A00579,0
A00580,0
A00581,0
A00582,0
A00583,0
A00584,2
A00585,3
A00586,0
A00587,1
A00588,0
A00589,1
A00590,0
A00591,3
A00592,1
A00593,2
A00594,0
A00595,0
A00596,0
A00597,0
A00598,0
A00599,0
A00600,0
A00601,0
A00602,0
A00603,2
A00604,0
A00605,2
A00606,0
A00607,0
A00608,2
A00609,0
A00610,0
A00611,1
A00612,2
A00613,1
A00614,1
A00615,0
A00616,0
A00617,0
A00618,0
A00619,3
A00620,0
A00621,1
A00622,0
A00623,2
A00624,1
A00625,1
A00626,2
A00627,0
A00628,0
A00629,3
A00630,0
A00631,0
A00632,0
A00633,0
A00634,2
A00635,0
A00636,0
A00637,0
A00638,2
A00639,0
A00640,2
A00641,0
A00642,0
A00643,1
A00644,0
A00645,0
A00646,2
A00647,0
A00648,1
A00649,2
A00650,2
A00651,0
A00652,0
A00653,2
A00654,0
A00655,0
A00656,2
A00657,2
A00658,0
A00659,2
A00660,3
A00661,0
A00662,1
A00663,0
A00664,2
A00665,0
A00666,1
A00667,0
A00668,0
A00669,0
A00670,1
A00671,0
A00672,0
A00673,2
A00674,0
A00675,2
A00676,0
A00677,0
A00678,0
A00679,2
A00680,1
A00681,0
A00682,0
A00683,0
A00684,2
A00685,0
A00686,0
A00687,2
A00688,2
A00689,0
A00690,3
A00691,1
A00692,0
A00693,2
A00694,0
A00695,0
A00696,2
A00697,2
A00698,2
A00699,2
A00700,3
A00701,1
A00702,2
A00703,0
A00704,1
A00705,3
A00706,1
A00707,1
A00708,0
A00709,2
A00710,0
A00711,0
A00712,2
A00713,0
A00714,0
A00715,0
A00716,2
A00717,0
A00718,2
A00719,2
A00720,0
A00721,0
A00722,1
A00723,2
A00724,2
A00725,1
A00726,0
A00727,0
A00728,0
A00729,0
A00730,0
A00731,0
A00732,2
A00733,1
A00734,2
A00735,0
A00736,0
A00737,2
A00738,0
A00739,1
A00740,2
A00741,2
A00742,2
A00743,0
A00744,2
A00745,2
A00746,2
A00747,0
A00748,0
A00749,0
A00750,0
A00751,0
A00752,0
A00753,0
A00754,2
